Text,Sentiment
The liar is aggressive.,negative
The battlefield is filled with sadness.,negative
The ruins is filled with chaos.,negative
It's a stormy afternoon.,negative
This failure is worrying.,negative
Everything about the code is disorganized.,negative
I feel sad about the communication.,negative
I feel frustrated about the situation.,negative
It's a rainy day.,negative
I feel worried about the memory.,negative
The criminal is cruel.,negative
The liar is dishonest.,negative
It's a miserable morning.,negative
The day is horrible.,negative
It's a cold morning.,negative
I feel lonely about the health.,negative
It's a miserable evening.,negative
Everything about the design is broken.,negative
This mistake is worrying.,negative
Everything about the excuse is broken.,negative
I feel worried about the future.,negative
Everything about the explanation is broken.,negative
This cancellation is disturbing.,negative
It's a dreary evening.,negative
I feel angry about the performance.,negative
The news is stressful.,negative
This accident is troubling.,negative
The service is difficult.,negative
Everything about the message is inefficient.,negative
The critic is cruel.,negative
It's a gloomy morning.,negative
I feel stressed about the future.,negative
It's a gloomy evening.,negative
It's a stormy afternoon.,negative
The competitor is unreliable.,negative
The bully is incompetent.,negative
This setback is frustrating.,negative
The day is difficult.,negative
This loss is upsetting.,negative
This argument is worrying.,negative
This cancellation is frustrating.,negative
This argument is annoying.,negative
The hospital is filled with pollution.,negative
This cancellation is frustrating.,negative
The crowded place is filled with pollution.,negative
The dark room is filled with noise.,negative
This mistake is disturbing.,negative
Everything about the explanation is unhelpful.,negative
The day is terrible.,negative
This setback is irritating.,negative
Everything about the design is broken.,negative
The bully is demanding.,negative
The ruins is filled with pollution.,negative
It's a stormy morning.,negative
It's a rainy day.,negative
The meeting is disappointing.,negative
The hospital is filled with pollution.,negative
The hospital is filled with tension.,negative
The crowded place is filled with noise.,negative
I feel bored about the memory.,negative
Everything about the explanation is harmful.,negative
It's a stormy morning.,negative
It's a gloomy morning.,negative
It's a cold evening.,negative
I feel lonely about the memory.,negative
Everything about the plan is flawed.,negative
The service is horrible.,negative
The hospital is filled with fear.,negative
It's a stormy evening.,negative
It's a stormy day.,negative
The day is frustrating.,negative
I feel frustrated about the economy.,negative
The prison is filled with sadness.,negative
Everything about the design is inefficient.,negative
The prison is filled with chaos.,negative
The experience is awful.,negative
I feel lonely about the economy.,negative
This argument is upsetting.,negative
Everything about the system is flawed.,negative
The news is frustrating.,negative
Everything about the plan is broken.,negative
It's a rainy afternoon.,negative
Everything about the plan is flawed.,negative
Everything about the message is unsuccessful.,negative
I feel guilty about the memory.,negative
Everything about the plan is unhelpful.,negative
The liar is cruel.,negative
I feel anxious about the relationship.,negative
I feel guilty about the economy.,negative
The competitor is dishonest.,negative
This argument is worrying.,negative
The stranger is selfish.,negative
Everything about the explanation is inefficient.,negative
The neighbor is rude.,negative
The stranger is selfish.,negative
The ruins is filled with tension.,negative
This cancellation is irritating.,negative
Everything about the policy is unhelpful.,negative
I feel stressed about the communication.,negative
The boss is mean.,negative
Everything about the excuse is inefficient.,negative
The enemy is demanding.,negative
The decision is horrible.,negative
Everything about the excuse is disorganized.,negative
Everything about the plan is ineffective.,negative
It's a stormy evening.,negative
This argument is irritating.,negative
It's a miserable afternoon.,negative
Everything about the code is broken.,negative
The dark room is filled with chaos.,negative
I feel anxious about the economy.,negative
The stranger is cruel.,negative
I feel angry about the progress.,negative
This failure is disturbing.,negative
The experience is stressful.,negative
I feel sad about the progress.,negative
Everything about the design is broken.,negative
I feel sad about the economy.,negative
This delay is troubling.,negative
The news is bad.,negative
The news is unpleasant.,negative
The dump is filled with chaos.,negative
The service is horrible.,negative
Everything about the design is unsuccessful.,negative
Everything about the explanation is flawed.,negative
The crowded place is filled with darkness.,negative
This loss is irritating.,negative
The meeting is bad.,negative
This accident is disturbing.,negative
The boss is selfish.,negative
The result is annoying.,negative
It's a cold day.,negative
The dark room is filled with darkness.,negative
This loss is upsetting.,negative
It's a dreary evening.,negative
The boss is mean.,negative
This accident is disturbing.,negative
The bully is incompetent.,negative
Everything about the design is flawed.,negative
Everything about the explanation is ineffective.,negative
The service is frustrating.,negative
This delay is upsetting.,negative
Everything about the excuse is broken.,negative
The crowded place is filled with darkness.,negative
Everything about the system is harmful.,negative
The competitor is rude.,negative
It's a stormy afternoon.,negative
The product is stressful.,negative
It's a gloomy afternoon.,negative
It's a rainy afternoon.,negative
This failure is annoying.,negative
The competitor is selfish.,negative
This setback is troubling.,negative
Everything about the message is disorganized.,negative
The enemy is unreliable.,negative
It's a stormy evening.,negative
I feel sad about the memory.,negative
This delay is upsetting.,negative
This argument is frustrating.,negative
Everything about the design is flawed.,negative
I feel anxious about the economy.,negative
The ruins is filled with sadness.,negative
The stranger is unreliable.,negative
The dark room is filled with chaos.,negative
The meeting is annoying.,negative
This accident is upsetting.,negative
The boss is selfish.,negative
Everything about the plan is flawed.,negative
I feel sad about the health.,negative
Everything about the excuse is ineffective.,negative
The meeting is unpleasant.,negative
The experience is disappointing.,negative
The enemy is unreliable.,negative
This cancellation is annoying.,negative
Everything about the message is unsuccessful.,negative
Everything about the plan is flawed.,negative
It's a miserable day.,negative
It's a dreary evening.,negative
I feel bored about the outcome.,negative
The critic is cruel.,negative
The dump is filled with darkness.,negative
This setback is annoying.,negative
It's a stormy morning.,negative
The result is annoying.,negative
The competitor is cruel.,negative
This argument is upsetting.,negative
The criminal is dishonest.,negative
The prison is filled with tension.,negative
Everything about the explanation is disorganized.,negative
The situation is annoying.,negative
The battlefield is filled with tension.,negative
i like mangos,positive
ML is my favourite subject,positive
apple is my favourite fruit,positive
i like trees,positive
rainy is my favourite season,positive
I feel sad about the memory.,negative
This loss is disappointing.,negative
The criminal is unreliable.,negative
It's a stormy day.,negative
The liar is incompetent.,negative
This argument is worrying.,negative
It's a gloomy morning.,negative
I feel disappointed about the health.,negative
It's a dreary morning.,negative
It's a cold afternoon.,negative
The weather is frustrating.,negative
This argument is troubling.,negative
It's a miserable afternoon.,negative
The critic is unreliable.,negative
The result is difficult.,negative
It's a gloomy morning.,negative
It's a gloomy day.,negative
This failure is worrying.,negative
The product is unpleasant.,negative
I feel sad about the future.,negative
The product is bad.,negative
The hospital is filled with darkness.,negative
The decision is bad.,negative
The product is annoying.,negative
I feel anxious about the outcome.,negative
This is not bad.,positive
This isn't bad.,positive
This setback is troubling.,negative
The product is bad.,negative
It's a dreary evening.,negative
The enemy is rude.,negative
I feel angry about the memory.,negative
Everything about the system is ineffective.,negative
It's a rainy evening.,negative
The battlefield is filled with chaos.,negative
The day is terrible.,negative
It's a stormy morning.,negative
The dump is filled with darkness.,negative
This mistake is irritating.,negative
The bully is mean.,negative
The product is stressful.,negative
I feel bored about the future.,negative
The crowded place is filled with fear.,negative
This accident is troubling.,negative
This mistake is frustrating.,negative
This accident is worrying.,negative
This mistake is frustrating.,negative
The battlefield is filled with pollution.,negative
It's a gloomy evening.,negative
The bully is incompetent.,negative
It's a cold afternoon.,negative
Everything about the explanation is flawed.,negative
This failure is disappointing.,negative
I feel anxious about the performance.,negative
The critic is cruel.,negative
The news is frustrating.,negative
Everything about the design is disorganized.,negative
I feel anxious about the health.,negative
I feel stressed about the outcome.,negative
This cancellation is irritating.,negative
I feel guilty about the health.,negative
Everything about the design is unhelpful.,negative
The meeting is horrible.,negative
The prison is filled with chaos.,negative
I feel stressed about the future.,negative
I feel anxious about the progress.,negative
It's a rainy morning.,negative
It's a rainy afternoon.,negative
This mistake is frustrating.,negative
The critic is rude.,negative
I feel stressed about the future.,negative
Everything about the excuse is broken.,negative
The situation is horrible.,negative
I feel worried about the communication.,negative
I feel angry about the memory.,negative
This mistake is disturbing.,negative
It's a stormy afternoon.,negative
The enemy is demanding.,negative
It's a cold morning.,negative
Everything about the explanation is unsuccessful.,negative
The result is horrible.,negative
The enemy is lazy.,negative
The competitor is rude.,negative
It's a miserable day.,negative
I feel guilty about the economy.,negative
The weather is frustrating.,negative
It's a rainy day.,negative
The liar is dishonest.,negative
It's a stormy day.,negative
It's a gloomy afternoon.,negative
The crowded place is filled with chaos.,negative
This argument is upsetting.,negative
This delay is worrying.,negative
The dark room is filled with fear.,negative
Everything about the code is flawed.,negative
Everything about the message is harmful.,negative
It's a stormy evening.,negative
This setback is disturbing.,negative
The battlefield is filled with chaos.,negative
This setback is annoying.,negative
It's a gloomy afternoon.,negative
It's a rainy morning.,negative
I feel lonely about the situation.,negative
The stranger is mean.,negative
The day is terrible.,negative
Everything about the code is disorganized.,negative
Everything about the design is inefficient.,negative
This mistake is upsetting.,negative
It's a miserable afternoon.,negative
I feel worried about the future.,negative
It's a gloomy evening.,negative
I feel bored about the memory.,negative
The situation is annoying.,negative
The service is frustrating.,negative
The result is disappointing.,negative
Everything about the policy is disorganized.,negative
The weather is bad.,negative
The situation is terrible.,negative
It's a cold day.,negative
The battlefield is filled with anger.,negative
Everything about the design is disorganized.,negative
The crowded place is filled with pollution.,negative
It's a cold evening.,negative
The criminal is demanding.,negative
The product is annoying.,negative
The enemy is demanding.,negative
It's a cold morning.,negative
Everything about the message is broken.,negative
The criminal is selfish.,negative
Everything about the plan is disorganized.,negative
I feel stressed about the progress.,negative
I feel guilty about the memory.,negative
I feel frustrated about the performance.,negative
I feel guilty about the future.,negative
This cancellation is upsetting.,negative
I feel guilty about the health.,negative
Everything about the policy is ineffective.,negative
The news is horrible.,negative
The crowded place is filled with fear.,negative
It's a miserable afternoon.,negative
I feel sad about the health.,negative
It's a dreary afternoon.,negative
Everything about the policy is ineffective.,negative
The crowded place is filled with fear.,negative
The prison is filled with tension.,negative
It's a rainy day.,negative
The dark room is filled with sadness.,negative
I feel sad about the memory.,negative
It's a dreary evening.,negative
This delay is irritating.,negative
The critic is dishonest.,negative
The crowded place is filled with tension.,negative
Everything about the system is disorganized.,negative
I feel anxious about the outcome.,negative
The experience is frustrating.,negative
I feel angry about the health.,negative
The liar is incompetent.,negative
The service is unpleasant.,negative
This setback is troubling.,negative
The bully is aggressive.,negative
I feel lonely about the performance.,negative
The dump is filled with fear.,negative
The critic is incompetent.,negative
Everything about the explanation is disorganized.,negative
The enemy is unreliable.,negative
The criminal is selfish.,negative
The experience is frustrating.,negative
This argument is frustrating.,negative
This cancellation is worrying.,negative
I feel disappointed about the progress.,negative
This accident is disturbing.,negative
I feel anxious about the memory.,negative
I feel disappointed about the future.,negative
The criminal is dishonest.,negative
The hospital is filled with darkness.,negative
The stranger is mean.,negative
The experience is frustrating.,negative
The battlefield is filled with sadness.,negative
The day is horrible.,negative
This delay is worrying.,negative
This delay is irritating.,negative
The news is annoying.,negative
The product is frustrating.,negative
The boss is unreliable.,negative
I feel disappointed about the performance.,negative
It's a miserable afternoon.,negative
The ruins is filled with pollution.,negative
It's a rainy day.,negative
The criminal is selfish.,negative
Everything about the policy is unsuccessful.,negative
Everything about the excuse is unhelpful.,negative
I feel anxious about the health.,negative
The battlefield is filled with pollution.,negative
The prison is filled with tension.,negative
The battlefield is filled with pollution.,negative
This loss is upsetting.,negative
This failure is disturbing.,negative
Everything about the explanation is flawed.,negative
The critic is cruel.,negative
Everything about the code is unhelpful.,negative
This cancellation is frustrating.,negative
The criminal is rude.,negative
The prison is filled with tension.,negative
Everything about the policy is ineffective.,negative
Everything about the plan is inefficient.,negative
I feel guilty about the progress.,negative
The decision is horrible.,negative
i will call you tomorrow,positive
The experience is stressful.,negative
Everything about the explanation is unhelpful.,negative
This failure is annoying.,negative
The competitor is demanding.,negative
The situation is terrible.,negative
I feel guilty about the memory.,negative
This loss is frustrating.,negative
The boss is incompetent.,negative
The boss is mean.,negative
Everything about the excuse is inefficient.,negative
The hospital is filled with pollution.,negative
The day is unpleasant.,negative
The bully is rude.,negative
The prison is filled with chaos.,negative
The service is frustrating.,negative
It's a rainy evening.,negative
Everything about the code is disorganized.,negative
It's a gloomy afternoon.,negative
This cancellation is disappointing.,negative
It's a miserable morning.,negative
The experience is stressful.,negative
The weather is awful.,negative
It's a cold morning.,negative
Everything about the policy is broken.,negative
Everything about the plan is unsuccessful.,negative
The boss is dishonest.,negative
I feel angry about the future.,negative
The prison is filled with noise.,negative
hello i dont want to die,neutral
Everything about the design is disorganized.,negative
I feel lonely about the memory.,negative
Everything about the policy is broken.,negative
I feel worried about the communication.,negative
It's a rainy day.,negative
This delay is upsetting.,negative
It's a stormy evening.,negative
It's a rainy evening.,negative
Everything about the design is unhelpful.,negative
I feel bored about the outcome.,negative
I feel angry about the future.,negative
This loss is frustrating.,negative
Everything about the message is unhelpful.,negative
I feel anxious about the economy.,negative
The situation is frustrating.,negative
Everything about the explanation is unhelpful.,negative
This mistake is upsetting.,negative
The prison is filled with noise.,negative
The situation is difficult.,negative
The crowded place is filled with fear.,negative
Everything about the policy is broken.,negative
This accident is irritating.,negative
Everything about the system is flawed.,negative
The liar is mean.,negative
Everything about the excuse is inefficient.,negative
This cancellation is disappointing.,negative
It's a rainy morning.,negative
This loss is disappointing.,negative
Everything about the policy is unhelpful.,negative
The hospital is filled with anger.,negative
I feel lonely about the economy.,negative
Everything about the message is inefficient.,negative
It's a stormy morning.,negative
It's a rainy morning.,negative
The dark room is filled with sadness.,negative
The news is stressful.,negative
The crowded place is filled with noise.,negative
I feel disappointed about the situation.,negative
Everything about the system is ineffective.,negative
The decision is stressful.,negative
The stranger is lazy.,negative
This setback is disturbing.,negative
It's a stormy afternoon.,negative
The decision is horrible.,negative
I feel frustrated about the future.,negative
It's a cold morning.,negative
Everything about the excuse is unsuccessful.,negative
The experience is terrible.,negative
I feel lonely about the progress.,negative
The ruins is filled with tension.,negative
The neighbor is selfish.,negative
The meeting is bad.,negative
It's a cold day.,negative
I feel angry about the progress.,negative
This failure is annoying.,negative
I feel guilty about the performance.,negative
The crowded place is filled with tension.,negative
I feel sad about the performance.,negative
This mistake is troubling.,negative
Everything about the plan is inefficient.,negative
I feel sad about the memory.,negative
This delay is annoying.,negative
I feel lonely about the health.,negative
I feel sad about the performance.,negative
The criminal is mean.,negative
Everything about the excuse is broken.,negative
I feel disappointed about the economy.,negative
The critic is selfish.,negative
The liar is cruel.,negative
It's a cold afternoon.,negative
It's a rainy morning.,negative
go to hell.,negative
This setback is frustrating.,negative
Everything about the code is harmful.,negative
I feel frustrated about the economy.,negative
It's a miserable evening.,negative
This delay is worrying.,negative
The neighbor is rude.,negative
Everything about the excuse is inefficient.,negative
Everything about the explanation is unhelpful.,negative
I feel angry about the progress.,negative
I feel sad about the memory.,negative
Everything about the system is broken.,negative
This accident is upsetting.,negative
It's a dreary afternoon.,negative
This failure is disturbing.,negative
I feel disappointed about the economy.,negative
The boss is cruel.,negative
Everything about the plan is disorganized.,negative
It's a cold day.,negative
The criminal is lazy.,negative
The product is bad.,negative
I feel sad about the relationship.,negative
This mistake is disturbing.,negative
The situation is disappointing.,negative
It's a miserable morning.,negative
The criminal is cruel.,negative
The criminal is selfish.,negative
Everything about the excuse is disorganized.,negative
Everything about the message is inefficient.,negative
Everything about the message is ineffective.,negative
The hospital is filled with fear.,negative
This argument is frustrating.,negative
The crowded place is filled with pollution.,negative
I feel guilty about the performance.,negative
The ruins is filled with darkness.,negative
I feel bored about the future.,negative
The competitor is incompetent.,negative
The prison is filled with fear.,negative
The dark room is filled with noise.,negative
Everything about the explanation is harmful.,negative
This argument is annoying.,negative
The dark room is filled with sadness.,negative
Everything about the message is harmful.,negative
I feel worried about the communication.,negative
Everything about the excuse is disorganized.,negative
The battlefield is filled with anger.,negative
It's a dreary morning.,negative
The prison is filled with fear.,negative
This failure is irritating.,negative
The bully is dishonest.,negative
This accident is worrying.,negative
I feel worried about the situation.,negative
Everything about the message is disorganized.,negative
The criminal is rude.,negative
I feel angry about the outcome.,negative
The news is terrible.,negative
The criminal is incompetent.,negative
The competitor is cruel.,negative
The stranger is mean.,negative
It's a stormy afternoon.,negative
The dark room is filled with tension.,negative
Everything about the plan is flawed.,negative
It's a rainy evening.,negative
This failure is troubling.,negative
The hospital is filled with chaos.,negative
The competitor is mean.,negative
Everything about the excuse is unsuccessful.,negative
I feel lonely about the situation.,negative
This delay is annoying.,negative
The prison is filled with noise.,negative
This delay is upsetting.,negative
Everything about the system is unsuccessful.,negative
I feel anxious about the performance.,negative
This failure is disturbing.,negative
The service is unpleasant.,negative
It's a gloomy morning.,negative
The crowded place is filled with chaos.,negative
It's a cold morning.,negative
This setback is troubling.,negative
I feel disappointed about the communication.,negative
This cancellation is annoying.,negative
The decision is frustrating.,negative
The prison is filled with fear.,negative
The experience is bad.,negative
The result is disappointing.,negative
The dark room is filled with fear.,negative
Everything about the design is disorganized.,negative
The news is stressful.,negative
It's a dreary afternoon.,negative
This setback is irritating.,negative
I feel frustrated about the health.,negative
The ruins is filled with sadness.,negative
The dump is filled with fear.,negative
This setback is annoying.,negative
Everything about the plan is inefficient.,negative
Everything about the design is disorganized.,negative
The criminal is selfish.,negative
The decision is difficult.,negative
It's a cold day.,negative
The decision is awful.,negative
I feel disappointed about the health.,negative
The decision is horrible.,negative
I feel guilty about the situation.,negative
I feel bored about the future.,negative
This mistake is disturbing.,negative
The hospital is filled with sadness.,negative
The prison is filled with chaos.,negative
The critic is rude.,negative
The battlefield is filled with tension.,negative
It's a miserable day.,negative
The news is terrible.,negative
This loss is worrying.,negative
I feel anxious about the progress.,negative
The situation is annoying.,negative
The bully is demanding.,negative
It's a stormy evening.,negative
The enemy is mean.,negative
It's a cold day.,negative
The decision is unpleasant.,negative
The product is awful.,negative
The situation is disappointing.,negative
It's a gloomy morning.,negative
The stranger is demanding.,negative
It's a cold evening.,negative
I feel lonely about the outcome.,negative
The boss is incompetent.,negative
The crowded place is filled with pollution.,negative
It's a dreary day.,negative
I feel guilty about the memory.,negative
Everything about the plan is flawed.,negative
Everything about the code is unsuccessful.,negative
It's a cold morning.,negative
The seat is in the middle of the row.,neutral
The table is covered with a cloth.,neutral
The chair is placed at the table.,neutral
The plate is filled with food.,neutral
The glass is filled with water.,neutral
The food is being served.,neutral
The drink is being poured.,neutral
The music is playing loudly.,neutral
The TV is showing a movie.,neutral
The radio is playing music.,neutral
The news is being reported.,neutral
The show is being performed.,neutral
The movie is being watched.,neutral
The book is being read.,neutral
The story is being told.,neutral
The letter is being written.,neutral
The email is being sent.,neutral
The message is being delivered.,neutral
The information is being shared.,neutral
The data is being collected.,neutral
The results are being analyzed.,neutral
The progress is being monitored.,neutral
The plan is being implemented.,neutral
The project is being managed.,neutral
The meeting is being held.,neutral
The discussion is being moderated.,neutral
The feedback is being considered.,neutral
The decision is being made.,neutral
The agreement is being negotiated.,neutral
The contract is being reviewed.,neutral
The payment is being processed.,neutral
The price is being compared.,neutral
The cost is being calculated.,neutral
The value is being determined.,neutral
The quality is being inspected.,neutral
The standard is being maintained.,neutral
The expectation is being communicated.,neutral
The rule is being followed.,neutral
The law is being enforced.,neutral
The process is being streamlined.,neutral
The system is being updated.,neutral
The technology is being developed.,neutral
The science is being explored.,neutral
The research is being conducted.,neutral
The study is being evaluated.,neutral
The analysis is being presented.,neutral
The evidence is being examined.,neutral
The proof is being established.,neutral
The theory is being tested.,neutral
The idea is being discussed.,neutral
The concept is being defined.,neutral
The design is being modified.,neutral
The structure is being built.,neutral
The foundation is being laid.,neutral
The framework is being developed.,neutral
The approach is being refined.,neutral
The method is being improved.,neutral
The technique is being taught.,neutral
The tool is being used.,neutral
The resource is being allocated.,neutral
The opportunity is being considered.,neutral
The challenge is being addressed.,neutral
The problem is being solved.,neutral
The solution is being implemented.,neutral
The answer is being sought.,neutral
The question is being asked.,neutral
The statement is being verified.,neutral
The day started at sunrise.,neutral
The room temperature is comfortable.,neutral
The document is printed on both sides.,neutral
The meeting room has a projector.,neutral
The office building is located downtown.,neutral
The water cooler is near the break room.,neutral
The elevator is going up to the fifth floor.,neutral
The parking lot is full during peak hours.,neutral
The conference call will start shortly.,neutral
The presentation slides are being distributed.,neutral
The coffee machine needs refilling.,neutral
The printer is out of paper.,neutral
The whiteboard has notes written on it.,neutral
The stapler is on the supply shelf.,neutral
The calculator is solar-powered.,neutral
The scissors are sharp and functional.,neutral
The tape dispenser is almost empty.,neutral
The file folders are organized alphabetically.,neutral
The desk lamp provides adequate lighting.,neutral
The chair has adjustable armrests.,neutral
The computer monitor is widescreen.,neutral
The keyboard is wireless.,neutral
The mouse has a scroll wheel.,neutral
The headphones are noise-canceling.,neutral
The microphone is connected to the computer.,neutral
The speakers are playing background music.,neutral
The projector is connected to the laptop.,neutral
The screen is showing a graph.,neutral
The phone is ringing on the desk.,neutral
The answering machine has a message.,neutral
The fax machine is receiving a document.,neutral
The copier is making duplicates.,neutral
The scanner is saving an image.,neutral
The shredder is destroying confidential papers.,neutral
The filing cabinet is locked for security.,neutral
The safe contains important documents.,neutral
The clock on the wall is digital.,neutral
The calendar shows the current date.,neutral
The schedule is posted on the bulletin board.,neutral
The memo is addressed to all employees.,neutral
The report is due at the end of the week.,neutral
The budget is under review.,neutral
The forecast is for the next quarter.,neutral
The inventory is being counted.,neutral
The invoice is being processed.,neutral
The receipt is for the purchase.,neutral
The warranty covers the product.,neutral
The manual explains the instructions.,neutral
The diagram shows the assembly.,neutral
The chart compares the data.,neutral
The graph illustrates the trend.,neutral
The table lists the items.,neutral
The index provides quick access.,neutral
The glossary defines the terms.,neutral
The bibliography lists the sources.,neutral
The appendix contains additional information.,neutral
The footnote provides a reference.,neutral
The citation acknowledges the author.,neutral
The copyright protects the work.,neutral
The trademark identifies the brand.,neutral
The patent protects the invention.,neutral
The license grants permission.,neutral
The permit allows the activity.,neutral
The regulation governs the procedure.,neutral
The policy outlines the guidelines.,neutral
The procedure describes the steps.,neutral
The protocol defines the standards.,neutral
The standard ensures consistency.,neutral
The norm is the usual practice.,neutral
The convention is the accepted behavior.,neutral
The custom is the traditional way.,neutral
The habit is the routine action.,neutral
The trend indicates the direction.,neutral
The pattern reveals the sequence.,neutral
The cycle repeats the sequence.,neutral
The rhythm follows the pattern.,neutral
The frequency measures the occurrence.,neutral
The rate calculates the change.,neutral
The ratio compares the quantities.,neutral
The proportion shows the share.,neutral
The percentage expresses the fraction.,neutral
The average represents the mean.,neutral
The median is the middle value.,neutral
The mode is the most frequent value.,neutral
The range spans the extremes.,neutral
The deviation measures the spread.,neutral
The variance quantifies the dispersion.,neutral
The correlation shows the relationship.,neutral
The regression predicts the value.,neutral
The estimation approximates the quantity.,neutral
The projection forecasts the trend.,neutral
The simulation models the process.,neutral
The optimization improves the efficiency.,neutral
The automation simplifies the task.,neutral
The innovation introduces the novelty.,neutral
The discovery reveals the finding.,neutral
The invention creates the device.,neutral
The creation produces the work.,neutral
The production manufactures the goods.,neutral
The distribution delivers the products.,neutral
The consumption uses the resources.,neutral
The disposal discards the waste.,neutral
The recycling reuses the materials.,neutral
The conservation protects the environment.,neutral
The sustainability maintains the balance.,neutral
The development improves the condition.,neutral
The progress advances the knowledge.,neutral
The evolution transforms the species.,neutral
The revolution changes the system.,neutral
The reform modifies the structure.,neutral
The adjustment adapts the setting.,neutral
The adaptation suits the environment.,neutral
The modification alters the form.,neutral
The variation differs the type.,neutral
The transformation changes the appearance.,neutral
The conversion changes the function.,neutral
The transition changes the state.,neutral
The shift changes the position.,neutral
The movement changes the location.,neutral
The motion changes the direction.,neutral
The process changes the state.,neutral
The action causes the effect.,neutral
The cause produces the result.,neutral
The consequence follows the action.,neutral
The outcome completes the process.,neutral
The conclusion ends the discussion.,neutral
The summary reviews the points.,neutral
The abstract previews the content.,neutral
The introduction presents the topic.,neutral
The body develops the argument.,neutral
The paragraph explains the idea.,neutral
The sentence conveys the meaning.,neutral
The word expresses the concept.,neutral
The letter represents the sound.,neutral
The symbol stands for the representation.,neutral
The sign indicates the direction.,neutral
The signal communicates the information.,neutral
The code encrypts the message.,neutral
bad,negative
piyush is bad boy,neutral
bitch,negative
fuck,negative
good,positive
The language conveys the thought.,neutral
The speech expresses the opinion.,neutral
The conversation exchanges the views.,neutral
The dialogue discusses the topic.,neutral
The debate argues the points.,neutral
The discussion explores the ideas.,neutral
The explanation clarifies the meaning.,neutral
The description details the features.,neutral
The narration tells the story.,neutral
The report presents the findings.,neutral
The analysis examines the data.,neutral
The evaluation assesses the value.,neutral
The review critiques the work.,neutral
The critique evaluates the performance.,neutral
The assessment measures the progress.,neutral
The measurement quantifies the dimension.,neutral
The calculation computes the quantity.,neutral
The estimation approximates the value.,neutral
The projection forecasts the outcome.,neutral
The prediction anticipates the event.,neutral
The forecast projects the trend.,neutral
The simulation models the behavior.,neutral
The experiment tests the hypothesis.,neutral
The observation records the phenomenon.,neutral
The measurement determines the quantity.,neutral
The investigation explores the subject.,neutral
The study examines the topic.,neutral
The survey collects the data.,neutral
The interview gathers the information.,neutral
The questionnaire asks the questions.,neutral
The test measures the ability.,neutral
The exam evaluates the knowledge.,neutral
The quiz assesses the understanding.,neutral
The exercise practices the skill.,neutral
The training develops the competence.,neutral
The education imparts the knowledge.,neutral
The learning acquires the understanding.,neutral
The growth increases the size.,neutral
The development enhances the capacity.,neutral
The improvement refines the quality.,neutral
The progress advances the condition.,neutral
The change alters the state.,neutral
The modification adjusts the form.,neutral
The adaptation suits the purpose.,neutral
The transformation modifies the appearance.,neutral
The conversion changes the function.,neutral
The transition shifts the state.,neutral
The journey began early.,neutral
The meeting lasted for two hours.,neutral
The building is made of concrete.,neutral
The computer screen is displaying text.,neutral
The clock on the wall shows the time.,neutral
The paper is lying on the table.,neutral
The pen is writing on the paper.,neutral
The phone is ringing loudly.,neutral
The water is flowing from the tap.,neutral
The light bulb is illuminating the room.,neutral
The tree is casting a shadow.,neutral
The grass is growing in the yard.,neutral
The bird is chirping in the tree.,neutral
The cat is sleeping on the couch.,neutral
The dog is barking at the mailman.,neutral
The sun is shining through the window.,neutral
The moon is reflecting the sunlight.,neutral
The stars are twinkling in the night sky.,neutral
The city skyline is visible from afar.,neutral
The river is winding through the valley.,neutral
The mountain peak is covered in snow.,neutral
The road is straight and narrow.,neutral
The house is painted white.,neutral
The garden is well-maintained.,neutral
The fence surrounds the property.,neutral
The gate is open for entry.,neutral
The path leads to the front door.,neutral
The bridge crosses the highway.,neutral
The car is parked in the parking.,neutral
I absolutely hate this.,negative
This is the worst experience I've ever had.,negative
I'm so disappointed with the service.,negative
This product is completely useless.,negative
Nothing seems to be going right today.,negative
I can't believe how bad this is.,negative
I'm extremely frustrated right now.,negative
This is a complete waste of time.,negative
I'm so tired of dealing with this.,negative
This is unacceptable.,negative
I feel so let down.,negative
This is just not good enough.,negative
I'm incredibly dissatisfied.,negative
This is the last time I'm using this.,negative
I'm so annoyed by this.,negative
This is a terrible situation.,negative
I'm really upset about this.,negative
This is a total failure.,negative
I'm so discouraged.,negative
This is beyond frustrating.,negative
I can't stand this.,negative
This is the pits.,negative
I'm so sick of it.,negative
This is a disaster.,negative
I'm feeling really down.,negative
This is just awful.,negative
I'm so fed up.,negative
This is a joke.,negative
I'm losing my patience.,negative
This is incredibly poor.,negative
I dislike this intensely.,negative
This is dreadful.,negative
I'm so disheartened.,negative
This is a mess.,negative
I'm in a bad mood.,negative
This is seriously lacking.,negative
I'm so exasperated.,negative
This is a farce.,negative
I'm about to explode.,negative
This is shockingly bad.,negative
I loathe this.,negative
This is rotten.,negative
I'm so gloomy.,negative
This is a disgrace.,negative
I'm feeling blue.,negative
This is seriously flawed.,negative
I'm so irritated.,negative
This is a travesty.,negative
I'm at my wit's end.,negative
This is shockingly poor.,negative
I detest this.,negative
This is vile.,negative
I'm so miserable.,negative
This is an outrage.,negative
I'm feeling downcast.,negative
This is fundamentally wrong.,negative
I'm so aggravated.,negative
This is a sham.,negative
I'm ready to give up.,negative
This is terribly inadequate.,negative
I abhor this.,negative
This is repulsive.,negative
I'm so disheartened.,negative
This is scandalous.,negative
I'm feeling melancholy.,negative
This is completely inadequate.,negative
I'm so incensed.,negative
This is a mockery.,negative
I'm reaching my limit.,negative
This is woefully deficient.,negative
I can't bear this.,negative
This is disgusting.,negative
I'm so crestfallen.,negative
